ORF,AA01_3D7,AA02_3D7,AA03_3D7,AA04_3D7,AA05_3D7,AA06_3D7,AA07_3D7,AA08_3D7,AA09_3D7,AA10_3D7,AA11_3D7,AA12_3D7,AA13_3D7,AA14_3D7,AA15_3D7,AA16_3D7,AS01_3D7,AS02_3D7,AS03_3D7,AS04_3D7,AS05_3D7,AS06_3D7,AS07_3D7,AS08_3D7,AS09_3D7,AS10_3D7,AS11_3D7,AS12_3D7,AS13_3D7,AS14_3D7,AS15_3D7,AS16_3D7,AA01_FUP,AA02_FUP,AA03_FUP,AA04_FUP,AA05_FUP,AA06_FUP,AA07_FUP,AA08_FUP,AA09_FUP,AA10_FUP,AA11_FUP,AA12_FUP,AA13_FUP,AA14_FUP,AA15_FUP,AA16_FUP,AS01_FUP,AS02_FUP,AS03_FUP,AS04_FUP,AS05_FUP,AS06_FUP,AS07_FUP,AS08_FUP,AS09_FUP,AS10_FUP,AS11_FUP,AS12_FUP,AS13_FUP,AS14_FUP,AS15_FUP,AS16_FUP
PF3D7_1346100,163.875826,159.5212745,227.0808225,251.604126,319.9275565,236.137343,325.611268,309.296821,369.111996,344.990054,297.852733,274.234718,305.736059,346.7593425,451.420781,492.587847,132.7852845,227.0461575,205.8168475,245.077031,214.9952975,285.5460915,254.6345565,328.509001,358.2905585,372.4764415,293.938879,286.704033,290.0670125,350.290675,452.4927745,319.086947,86.5340755,182.5182185,237.527413,271.6651535,282.7684165,320.5142875,300.082627,412.722681,543.830029,588.2430535,488.307081,456.053793,456.0603845,821.330429,808.0332455,671.778533,73.7625695,179.175853,217.6147805,294.770796,267.432599,305.058364,262.650181,407.7197695,645.18046,629.916171,522.8706765,474.0237735,433.865454,710.817116,673.3455675,598.596672
PF3D7_1346200,0.5268795,21.9763125,6.6641565,8.5358,2.448152,5.6143415,3.3574895,5.5544535,3.114913,2.742544,5.9521845,5.85166,3.8194285,2.84959,4.106568,2.060782,6.3532,13.376952,12.5481525,8.6924125,9.3547025,3.9841245,4.466751,5.132739,4.191076,3.0532475,4.519211,4.451023,6.0643095,4.38443,3.789514,5.7799665,4.570882,5.328965,8.659905,6.0012295,4.7818,2.8651145,3.569248,6.7164705,9.9957335,7.543568,5.189014,7.1712665,4.677894,1.754493,2.5022175,1.300661,8.262682,3.783932,7.4425695,8.5029775,6.845339,2.942083,3.991231,9.8231975,8.8779805,9.684187,7.653736,5.853354,5.974648,7.3405545,7.039139,7.2974395
PF3D7_1346300,6404.698508,4878.906062,5173.423634,4327.862065,3920.129134,3921.348052,4041.862509,3731.618117,3531.030802,3592.099204,3659.330626,4032.600832,4449.647059,3948.15508,3323.415123,2994.370209,5593.818347,4815.370284,4441.512549,4278.384648,4040.00496,4020.978468,3939.290395,3734.510908,3737.423718,3449.127167,3784.655266,4015.012959,3911.440861,3627.794713,3692.812919,3496.888704,7992.939799,5875.135728,4903.21692,4588.8921,4919.381041,4781.907428,5151.378597,4324.306128,3721.684983,3275.859424,3604.288403,3664.140317,3924.334404,2255.087371,1698.143799,1280.915839,6797.396241,5659.065393,5158.822549,4918.07625,4748.184602,4794.288461,4959.501153,4601.081848,3497.242145,3167.221545,3554.05162,3777.826583,4018.983473,2803.341499,2371.136757,1979.755453
PF3D7_1346400,19.5168285,22.3220705,38.116487,42.0293215,73.7501665,50.777752,38.4502335,45.7071245,45.691773,35.496018,43.9312205,42.6079105,39.675685,52.569668,89.006105,86.2707955,14.986966,30.0321945,44.3136665,44.351023,50.913151,76.6822335,50.114896,59.2380135,44.7467885,39.8190295,40.323406,39.0610615,47.1351525,54.457979,73.7971385,105.6010775,4.602463,20.374237,57.1596165,66.0914875,66.0196475,68.9607615,56.9432495,46.330409,45.501189,45.651481,48.988938,53.964327,57.3452165,111.260943,148.7972505,164.6271045,4.8383125,21.141301,56.7491455,76.6599195,71.783228,71.628781,63.5545275,49.163873,60.858241,62.195304,53.0060585,53.4683665,50.9496445,94.240417,103.0764835,126.984401
PF3D7_1346500,31.1034705,59.115409,50.3626995,39.4102795,51.3032155,36.8111825,26.8369905,24.360227,18.033027,16.0245835,23.390355,23.899688,18.7987825,17.0228095,33.471854,26.274939,17.510736,60.898151,52.9128425,47.754784,41.6411315,52.9303325,34.5415085,29.7948975,20.1575785,18.3773465,21.534264,21.540715,21.233264,18.473819,35.1779415,60.570961,14.7759135,35.991403,49.9717685,48.965556,46.5654505,38.336206,31.805819,21.61347,25.6393505,27.0213885,24.7807745,32.187984,22.0183695,21.9333045,16.3841985,12.308673,13.5238875,42.337532,54.781034,63.15095,50.4680095,40.768387,36.4315075,26.0779985,31.5815545,32.4141035,25.9707535,26.6251885,20.6137285,27.4910735,25.272373,28.20098
PF3D7_1346600,0.8316325,0.321809,0.6611275,0.706541,0.5310085,1.0122445,1.273685,1.399799,1.255713,1.7771365,2.6411185,3.3905055,4.4628105,5.9560915,13.1469565,13.5575645,1.667595,0.71486,0.7935335,0.6999545,0.685762,1.0226225,2.6393865,1.753132,1.8417545,2.2857745,2.5479135,4.099004,3.724341,4.287715,8.11696,7.084615,0,0.0891165,0.1544865,0,0.085812,0,0,0.0815825,0.281912,1.2145845,2.5874675,4.924294,7.263234,15.068971,22.807688,20.6307505,0.257425,0.2361325,0.476326,0,0.1106815,0,0.2329875,0.1871685,0.279572,1.200109,2.2334975,2.62858,4.9165905,8.6688965,13.2962245,18.902867
PF3D7_1346700,3.0154615,2.1604595,1.161699,1.456876,1.741932,1.8049355,1.839158,1.7340325,1.772604,1.46626,2.4116555,1.8912135,2.4003005,1.9927335,5.0903765,3.6040405,1.9911015,2.6765335,1.7167155,1.948482,2.0619895,1.6478825,2.2589495,2.2727995,2.0523785,1.9762815,2.1169615,2.178651,2.4651975,2.298878,4.4775815,3.3525415,0.0344235,0.030519,0,0.0331495,0.0290015,0.047386,0.0172275,0.026349,0.2188385,0.3896375,1.4908255,3.3109015,3.538471,1.6838005,1.183821,0.8195815,0.0461225,0,0.0441135,0,0.0761275,0.0295765,0.0240615,0.020319,0.0650265,0.413192,1.205654,1.1648905,1.7304755,1.8998285,2.331434,2.5134295
PF3D7_1346800,4.109488,2.614968,2.2518275,3.157748,3.3587965,2.4367065,2.168186,1.7688205,1.863403,1.053382,1.5762885,1.1098825,0.97423,1.3438165,2.4095485,2.3227035,3.0114385,3.9499615,3.109354,3.7378335,2.887032,2.686501,2.622777,2.48519,1.970731,1.6884985,1.502944,1.544275,1.4299565,1.221298,2.2438865,2.7025755,0.035536,0.1278675,0.055307,0,0,0.0495725,0,0.028184,0.037725,0,0.0701885,0.2310845,0.5354,0.376274,0.5547875,0.420427,0.0491735,0.078859,0.045335,0.071264,0.148348,0.1272025,0.077996,0.020874,0.0505735,0,0.0613785,0.216693,0.3995265,0.420657,0.5180745,1.069186
PF3D7_1346900,1.281772,2.1043975,1.4713695,1.42787,1.022005,2.294972,2.2951815,3.3664415,3.458076,4.313167,5.9859355,7.4223715,8.7529455,12.448162,25.5049385,29.7359745,2.2315585,2.8004025,3.0445445,2.7940245,2.1289175,0.9519405,3.6771055,3.3759925,5.437501,4.855033,7.996671,7.877141,10.8346875,10.834633,17.7019115,40.311886,1.209664,0,0.5107555,0.220809,0.22555,0.22426,0.2148875,0.0945065,0.706093,0.520949,2.259968,5.776102,13.56918,49.7018735,76.4808465,82.0004255,1.515427,0.752183,0.2315815,0.3412085,0.1690805,0.27805,0.244561,0.313528,0.623313,0.529269,2.0449055,3.9607575,9.018018,26.909718,35.6129225,59.9484035
PF3D7_1347000,0.571282,0.5838915,0.4857745,0.781231,1.227251,0.9469485,0.710061,0.8797835,0.897592,1.03818,1.239705,1.5605865,1.857986,2.79375,3.628928,4.2812175,0.3848365,0.643831,0.8492285,0.663198,0.795734,0.952209,0.5968345,0.993727,1.06213,0.9349815,1.0865105,1.691682,2.81799,2.869555,3.5792455,3.5588885,0.046355,0.123509,0.142949,0.043995,0,0,0.024291,0.0875985,0.1295855,0.634319,1.593621,3.58387,5.630751,6.9947605,7.228629,8.8474745,0.127186,0.054172,0.3257635,0.0824995,0.1468825,0.1211965,0.170363,0.093307,0.2326965,0.318973,1.6629235,2.290953,4.1444275,6.258859,6.7846125,8.726932
PF3D7_1347100,3.642399,2.366428,2.386152,3.642432,2.7660985,2.743727,3.0156015,3.131811,3.937348,3.3024875,5.9347675,7.236486,11.164455,15.053451,35.877927,36.484452,3.943013,3.302045,3.6227055,5.206217,2.402351,3.9942795,3.758066,4.96151,4.9631685,5.593897,6.2417925,7.094777,9.315155,10.653375,20.581229,29.833454,2.691717,1.350986,2.8588685,2.06676,1.98967,1.794597,0.872706,0.941594,0.579026,2.057773,4.464577,10.3323905,15.9267935,35.924909,42.0064875,42.7609315,2.402355,2.145022,3.030257,2.363131,2.8857595,2.108517,1.638551,1.2436675,0.703627,1.4962435,3.5897385,6.170793,9.3782185,22.906653,28.392646,35.448186
PF3D7_1347200,731.6802955,571.8772775,591.978967,585.506294,614.421709,571.12893,694.447498,684.5518485,854.2457335,1071.655993,1365.816573,1564.91704,1872.079821,1691.088959,1874.474443,1435.504222,582.09734,663.384409,561.60799,605.3884615,581.6358815,603.687084,615.4446235,713.938962,865.721889,1059.864848,1247.508696,1572.390297,1545.44791,1566.577141,1953.817228,1104.743706,490.7970125,507.835978,506.4163665,510.2480355,517.850361,518.6819065,577.243881,1071.045395,1738.20425,2185.338529,2420.784793,2737.295734,2181.764097,1001.801954,720.8062,464.665133,441.270192,526.257577,486.6465175,557.348895,516.938639,537.194477,508.303565,936.5674235,1498.223838,1827.454204,2035.254906,2100.977349,2022.321076,1275.346229,1306.340431,1375.218819
PF3D7_1347300,2.143441,3.829138,2.2802395,3.692411,2.133212,3.1518625,2.4515265,3.9992895,3.5468935,4.099438,5.6482225,6.7364505,5.706988,6.1692915,7.701742,10.434395,3.060531,3.5715865,6.603556,3.712629,3.6337475,4.3543885,6.7104475,4.084169,4.6980265,4.2372205,6.328786,6.6019955,6.760318,5.331789,6.135824,4.8950875,1.879708,1.1158735,2.38141,2.694016,3.0137485,1.9235385,1.2108745,2.729019,7.029348,3.2190325,2.693921,2.747292,5.4478565,16.0591705,19.193923,18.2620845,1.182461,1.9191965,3.411645,3.165828,2.579698,2.0786575,2.6512385,2.494921,3.24071,3.786062,3.8984465,3.699221,4.381651,8.98484,12.32277,19.4274715
PF3D7_1347400,12.0693175,9.9616935,13.023833,21.8061205,23.903218,28.813479,21.6557415,30.8569985,24.98857,24.205604,43.558399,51.3825175,44.912713,41.567806,74.804566,63.4303865,7.358707,19.54503,21.7166395,29.3553845,23.113569,29.4376385,31.935268,23.849187,23.717243,30.069023,36.3250685,42.4498095,39.3276185,35.806198,58.89188,53.15349,4.2659805,13.33681,22.798567,23.835581,25.5548825,25.818095,20.7181185,27.4036185,48.818313,37.728788,51.781198,46.0634605,51.95487,42.467389,48.748361,32.421593,8.0277475,13.2836935,20.7727575,24.916611,35.0655335,27.4834115,27.4350205,29.589731,30.631307,41.404487,40.0503775,45.970961,51.364758,41.2356655,45.180683,48.5304785
PF3D7_1347500,3599.236268,2951.379665,3126.39561,2376.349588,2431.477585,2138.948392,2272.499857,1912.126807,1853.390072,1782.40385,1619.676644,1745.469968,2136.803447,2166.004586,2189.525358,1929.736196,2945.698346,3223.74153,2477.739058,2285.000998,2320.687994,2232.197547,1991.75248,2104.415861,1887.574374,1769.276028,1671.123861,1798.301504,1966.210438,2264.685582,2659.962608,1824.509813,4651.806852,4556.135736,3138.044372,3324.420892,3073.422459,3165.575743,3208.326216,2287.559649,2126.346001,2446.07261,2467.33866,2730.467434,2778.153471,1755.627835,1261.240301,867.924761,4006.449713,4537.996588,3438.011778,3733.599548,3004.516287,3111.470295,2829.631609,2649.377607,2996.326873,2563.365247,2557.24731,2626.921333,2737.254156,2503.093834,2232.762701,1905.996306
PF3D7_1347600,2.562668,1.509581,1.525356,1.707646,2.2418185,1.0759255,2.092688,3.07533,2.3346725,1.4419225,2.3137785,1.69478,2.067488,2.4004405,3.742271,5.792102,1.7938305,1.756759,1.779114,2.3836275,1.7845635,1.7022135,1.829469,3.13192,3.004009,3.024937,1.639739,1.586637,2.587334,2.8232375,4.6644915,4.0964575,0.135971,0.1370385,0.378436,0.0573865,0,0.0481275,0,0.0524395,0.048095,0.089994,0.0691895,0.131321,0.579836,4.2342835,10.6901535,10.623193,0.6573275,0.1586855,0.248392,0.2771925,0.2043905,0.1795825,0.1040085,0.0409195,0.12725,0.029717,0.1174625,0.1599285,0.462623,2.987767,6.017674,7.7604365
PF3D7_1347700,334.6887225,198.2666415,204.477384,159.816158,189.3544385,103.141349,97.444413,79.9191555,74.8795895,61.4623755,64.6351825,64.42057,76.252138,83.143892,133.2474345,124.2704285,197.984055,236.6866795,165.8637045,153.849058,113.5641295,150.8144465,87.805615,90.686031,73.44078,72.6286985,60.631499,65.1855815,72.815544,89.3021135,138.467878,145.0022635,276.5993595,264.3504195,234.1918715,222.8588715,193.9738135,190.6391555,158.161638,61.00338,47.959879,57.217362,63.188112,80.86758,85.2038945,102.683544,131.663597,146.12685,257.5764625,277.200976,228.5442075,290.626766,203.2966705,190.813962,148.518151,80.3515525,76.409978,73.0231545,59.823573,65.980414,71.1367675,102.2904355,114.247109,124.222534
PF3D7_1347800,1.7392335,0.7061015,0.989511,0.4414565,0.312593,0.1781605,0.213601,0.181855,0.2027185,0.118752,0.390829,0.3044455,0.459083,0.193676,0.193195,0.3663075,1.4466965,1.4975205,0.5831795,0.4606765,0.3700035,0.6052345,0.05773,0.14023,0.270262,0.1119515,0.197156,0.19766,0.575714,0.444551,0.32813,0.3411435,1.392164,0.3401985,0.422994,0.269618,0.3368035,0,0,0.1555505,0.027304,0,0.027205,0.0233355,0.0717045,0.483264,1.357801,1.226562,1.170636,0.3837075,0.29782,0.15692,0.1636565,0.411912,0.1814365,0.152388,0.087968,0,0,0.0471255,0.022766,0.3411015,0.709896,0.7118325
PF3D7_1347900,0.855246,0.599924,0.437351,0.5767365,0.8563695,0.8067585,0.9114725,1.229179,1.016477,0.942026,2.2793285,3.0494815,4.553775,6.298422,11.171712,10.6172975,0.736013,1.015606,0.7190845,0.837494,0.846435,1.2432585,1.491457,1.4868035,1.168881,1.3991135,2.3012915,2.7215445,4.035461,4.3652805,5.983589,11.046923,0.0590045,0.083058,0.0430525,0.06169,0.0620025,0.062342,0.073423,0.112052,0.271122,0.9429565,2.647077,4.7348345,7.684946,12.918734,12.0983905,9.1060455,0.125093,0.072873,0.104038,0.129181,0.100018,0.0655345,0.052405,0.1463475,0.359634,0.7090005,2.0169295,3.353906,5.2991705,10.474892,10.4708295,11.7628305
PF3D7_1348000,0.690125,1.2872995,0.61744,0.7032645,0.4232305,0.433577,0.20798,0.2479995,0.3333255,0.3760495,0.641107,0.5092135,0.3744545,0.3868825,1.0972935,1.3539745,0.6729505,1.145343,0.7643745,0.806231,0.3576445,0.616241,0.29298,0.346667,0.462786,0.397986,0.672915,0.4400335,0.6321275,0.65971,1.032054,3.0297885,0.23922,0.211905,0.377872,0.294041,0.226824,0.1390815,0.134611,0.0701005,0.1355495,0.10876,0.1690155,0.2738755,0.4740745,1.2827905,3.3155785,4.0204555,0.3255895,0.454214,0.3967305,0.434253,0.3732165,0.2170135,0.259088,0.1884645,0.2550225,0.4311985,0.286217,0.2686605,0.3653735,1.093267,1.879393,2.9647945
PF3D7_1348100,2.4926855,0.9875065,0.6528735,0.396788,0.9564185,1.3919275,0.6765245,1.872823,2.2792865,2.1374445,2.80095,3.6955795,4.107623,4.5508505,19.694856,26.9443755,1.890634,1.266173,0.8123155,0.8276715,0.3910095,1.0709915,1.772075,2.7243275,4.0431835,3.399236,3.9787655,4.225642,4.2918035,5.284639,19.0969525,14.4325245,0.739705,0.2575495,0.5333185,0,0.0935555,0,0.0662185,0.1142895,0,0.154463,0.3716755,1.218516,3.815624,33.362947,54.6197425,77.432146,1.2485155,1.411466,0.1232705,0.7366975,0.409867,0.0866515,0.2183195,0.0583605,0.2922305,0.1682225,0.2856665,0.660075,2.211876,15.000179,29.5326035,45.389336
PF3D7_1348200,87.594237,108.8360455,95.103085,72.4727195,69.8503445,55.2541355,47.176183,38.7001955,35.719359,35.2865425,41.5067795,38.9993755,33.971587,40.364482,55.4436815,50.3070885,67.7593585,123.5645255,88.5619965,80.9347045,64.355648,69.113103,51.9557585,53.894573,43.89931,42.551766,34.8744405,42.2693435,39.765367,43.8340195,57.7942075,51.706201,77.0132145,105.296471,113.14334,98.290262,84.669861,72.565245,55.6390835,34.1022435,40.911476,41.836941,37.8632435,36.3922485,36.2827335,50.14731,47.85584,48.870141,75.0968435,115.4832415,96.7208225,108.3982685,89.344188,67.70865,57.01859,45.0703055,47.029473,50.326934,47.9727725,44.3018815,38.506388,51.873952,50.047133,48.740989
PF3D7_1348300,6.5195165,10.0792995,11.5938355,14.8906245,16.818374,16.3915855,12.6495735,13.04638,13.0015425,11.978957,13.2848945,13.310277,11.745905,10.9116015,15.6788935,12.3467145,5.891784,12.7687815,15.595811,18.1007335,15.5427975,19.3537235,15.845317,14.265507,14.064489,13.346187,12.552212,11.7680185,13.588786,10.654668,13.2593095,16.674174,5.715358,11.419554,18.552645,19.540945,18.8143235,17.97286,16.209933,15.137306,19.970706,18.767177,17.6172545,17.2637205,15.833705,15.4676135,14.0306445,10.108256,5.2648875,12.1863615,18.476088,22.172804,21.4321695,19.478901,18.051033,16.85417,21.053123,22.849667,19.427673,17.9582955,14.4095795,18.186648,17.805567,16.7512105
PF3D7_1348400,1.817085,1.752401,1.283298,1.989772,2.6399835,2.3474165,2.125482,3.0602035,3.66465,3.8843055,7.064584,8.563911,11.2263805,14.5547005,19.184653,17.909314,1.940357,2.2443225,2.432246,2.455074,2.5289185,3.182834,3.158244,3.6584355,3.779783,4.6270145,5.6859305,7.778692,12.3641055,13.198334,13.6074475,28.1618085,0.1851205,0.096855,0.1044635,0.133162,0.124304,0.113329,0.0791425,0.295804,1.370812,3.175603,5.9753015,8.381863,10.12254,12.862085,12.912166,10.808093,0.245437,0.14718,0.2054205,0.1858745,0.1885355,0.14777,0.132838,0.303235,0.877416,2.251192,4.840413,7.0386685,8.666571,11.9775475,11.7592735,15.5668275
PF3D7_1348500,7.804634,3.5532965,3.064967,4.2370865,5.017062,7.447614,7.9413125,11.2409395,10.8405495,13.213733,19.4518935,24.787141,43.80533,52.9586825,97.49512,109.8511995,7.1049135,5.823022,3.787728,5.4716815,5.8084985,8.111453,10.927006,12.502817,13.8282125,16.594514,18.8991785,26.1853225,37.368631,39.1106295,74.900918,67.722633,1.810959,0.928952,0.614207,0.557783,0.3845155,0.613493,0.303253,0.5659445,1.9550195,5.371581,16.442013,34.174928,50.522465,109.539386,127.6604515,112.5118895,1.6532725,0.956894,0.6078575,0.6422765,0.5697775,0.773848,0.670593,0.912949,2.1008285,4.343982,11.367295,20.7264095,34.685613,66.3089295,78.92177,104.357314
PF3D7_1348600,9.8826045,3.5025815,2.057755,1.6120525,1.3544185,1.360062,1.1178705,1.2733395,2.7099145,5.1287205,7.418875,8.3367145,6.819377,7.519963,10.249408,15.0279665,9.5542985,4.7640935,3.2434705,2.0788165,2.2975935,1.330498,1.058317,1.261082,2.7196105,5.95784,8.890112,7.6872775,7.6071335,7.6153655,11.85388,19.5573065,4.3082975,3.0234695,1.8792905,1.326425,0.789071,0.492159,0.1246195,0.0339845,0.510912,0.777986,0.5886475,0.8140075,0.873805,9.82292,38.0404505,76.766683,5.3271205,3.812461,2.286203,0.8169215,1.4868105,0.44455,0.382654,0.185126,0.201327,0.344529,0.469103,0.6989605,0.969556,7.2966845,17.020054,29.5384035
PF3D7_1348700,0.252273,0.083738,0.0990355,0.0701495,0.052736,0.053949,0.087573,0.06242,0.083961,0.0946865,0.070714,0.1138725,0.1087,0.0494695,0.0975115,0.093694,0.2075225,0.129298,0.089354,0.0144435,0.057324,0.100084,0.060332,0.081083,0.0828205,0.057617,0.102644,0.09413,0.037247,0.099811,0.082801,0.049145,0.052959,0.0171105,0,0.069945,0.033954,0.052524,0.0397955,0,0.0205105,0.006666,0.0128515,0.011178,0.0985515,0.0955205,0.1272815,0.2506895,0.052541,0.2403985,0.0980715,0.0420505,0.0405455,0.034618,0.0134655,0.0230545,0.0074165,0.007647,0.0188105,0.0246075,0.0289715,0.0952765,0.133094,0.2041885
PF3D7_1348800,0.2822365,0.0811175,0.0717945,0.0867155,0.06394,0.0873805,0.078069,0.091935,0.0765745,0.065657,0.1059525,0.060763,0.1151235,0.1601375,0.2019005,0.1721055,0.138009,0.0518395,0.077903,0.138103,0.118799,0.0993775,0.1694155,0.124439,0.1175015,0.0805195,0.0879,0.0942575,0.2183615,0.1210875,0.150671,0.2276845,0.054121,0.041175,0.0053675,0.041121,0.006602,0.027056,0.022009,0.016584,0.0144905,0.0118705,0.0852465,0.1592265,0.302601,0.2196575,0.2393905,0.3112365,0.035026,0.035947,0.0256,0.0711175,0.013518,0.0119405,0.0189525,0.006317,0.020176,0.0393645,0.0812835,0.1011435,0.2114225,0.1726345,0.2648495,0.307471
PF3D7_1348900,17.46023,6.629458,18.310723,12.054004,29.7360465,18.4529415,9.17194,13.83236,13.779098,16.716954,22.310302,25.4482615,18.33208,20.691682,110.5124195,108.9625425,7.31624,9.0547705,12.0743185,16.4354875,11.4530845,41.423454,16.2081405,21.5062545,15.35561,15.282758,17.054185,18.7651015,18.033038,15.95107,77.353004,81.884868,0.231537,3.266487,6.774085,8.8561405,7.971386,7.590184,5.1304115,7.8573465,10.114209,18.4579865,16.6698215,34.024314,26.4845075,53.8145945,68.2923925,61.783417,0.752347,1.9512235,7.3760485,8.013398,8.933099,7.9721925,8.9944295,6.3824715,14.9344115,21.033023,18.1505545,16.8265105,19.1482835,35.635094,49.8077945,67.846234
PF3D7_1349000,0.391098,0.182706,0.0980815,0.0137765,0.072052,0.046058,0.101206,0.151996,0.142218,0.14603,0.1366945,0.235978,0.1857515,0.192544,0.5775695,1.009887,0.1559495,0.091726,0.0828655,0.118896,0.014089,0.253873,0.0732215,0.155691,0.152665,0.286831,0.1935525,0.148624,0.25906,0.3167925,0.665075,0.641111,0.0299445,0.0282915,0.024977,0.0268295,0.0531595,0,0,0.0264675,0.022726,0.032749,0.022532,0.12088,0.264272,0.9688605,1.5569455,2.9900945,0.0867355,0,0.087503,0.066378,0.066933,0.0833295,0.0737425,0,0.0121865,0.0402485,0.0400805,0.0600205,0.1799715,0.538186,0.932753,2.128796
PF3D7_1349100,8.1252495,3.65853,3.4058905,2.2050285,2.741439,2.101576,2.708541,2.724036,4.3790555,3.7504885,5.968125,6.102221,6.7987495,11.100789,36.421292,55.5921735,4.2880565,4.994755,2.0401005,2.003193,2.4560875,2.4811645,2.9902975,4.9090585,6.237101,6.1227505,7.306878,5.8115285,8.3811335,9.8491355,30.974442,33.222628,1.9602375,2.5439035,2.9659355,2.109513,0.8603585,0.624144,1.072836,1.149465,1.343013,2.5384455,2.4214155,3.60048,6.867336,62.9536345,119.447726,143.241085,2.585605,3.971075,2.674896,3.5036565,1.310658,1.4951,0.8725125,1.820929,4.23713,3.9720915,4.228106,5.7812035,5.818601,36.809503,63.227593,77.0872655
PF3D7_1349200,195.05743,224.323797,226.5430425,213.6887265,249.569748,185.526391,152.034343,140.502293,129.446567,115.147587,123.7604765,131.173504,135.720781,138.251214,204.9221295,183.2002045,134.866635,255.2522655,237.7366675,231.660118,199.5436535,237.182232,174.2367415,163.5038425,139.8638795,127.5168615,121.6618375,126.7948425,144.8098525,141.6576045,202.6544815,247.958106,186.326758,303.811252,349.894026,341.707715,318.491083,303.115317,250.259614,153.96535,136.474801,151.0050125,165.1860895,195.1866825,193.1529265,168.517081,145.3041175,110.5724745,180.283983,317.1365595,352.160239,409.0581245,337.635851,316.052366,264.6247335,173.9447425,186.464791,188.6472275,170.0628505,178.936212,159.9341655,189.102534,180.611419,196.8283705
PF3D7_1349300,11.26287,16.0495515,14.452037,15.22319,17.6558445,12.057899,9.1070205,11.054529,9.5160115,8.807826,10.210585,9.9200095,8.1752485,9.398796,22.2516665,27.164974,7.709283,17.185092,15.5624865,16.034795,14.088031,17.998377,12.465933,13.031646,10.4694605,9.8249305,9.430635,9.4070665,11.9115835,12.11394,20.203216,29.8240245,7.5796115,12.4251195,21.927669,21.0511465,17.0684245,14.7529005,12.421854,12.066018,15.3704845,15.324692,12.7181515,13.4547965,11.607861,31.053173,47.626653,55.828604,8.1917255,13.517603,21.2851255,25.813145,19.630594,16.1668025,13.693889,14.6479315,22.7008795,22.150433,16.3407105,14.174026,11.3094365,24.8770035,31.534044,43.095403
PF3D7_1349400,13.7438905,25.5992115,43.919054,62.595847,58.460426,54.9120325,59.055783,53.085657,46.757344,38.7940825,50.4324785,55.381942,63.2855615,65.5501255,52.903802,40.063755,17.550882,32.8665015,44.561553,62.687647,55.24135,55.156753,56.489896,52.024004,47.245513,49.1966065,44.86631,53.3224765,46.7433005,45.1024695,43.125239,33.575524,5.1458675,27.13885,71.359389,86.701008,90.862026,80.229734,71.7965175,40.2174065,33.3068875,34.6831405,44.446801,49.8157725,52.731136,27.4938055,22.292295,17.7965545,5.1184255,31.9593665,68.5177375,94.0413395,103.864447,83.503983,72.05909,42.991198,35.2934135,38.828413,41.097977,45.9071775,49.031753,33.0951925,35.150114,33.141679
PF3D7_1349500,11.7896365,22.4021605,22.7834425,28.972731,29.784133,29.1739765,18.2429925,20.541823,18.9947425,16.062721,21.9424955,22.797281,19.752153,23.7375995,45.8420875,49.347178,10.841115,27.2647875,34.181457,34.690906,30.143348,35.7656655,29.619501,23.2057915,20.6644105,18.939252,19.9579695,19.733893,24.0429525,24.3990575,34.2200215,61.1633735,6.04655,16.4142105,34.140813,32.6654715,29.179614,25.684599,19.0654885,11.337837,13.532254,12.878758,15.2969395,19.8903405,23.006369,60.066676,86.0072815,91.9374595,6.5280845,18.464038,33.7180345,38.8644325,33.621077,29.290215,23.475591,13.9936975,14.134079,16.8952875,16.332893,17.7720845,19.239018,40.1866155,47.389453,71.8296285
PF3D7_1349600,10.334816,4.8152225,5.7180705,3.63005,8.3441635,6.483566,7.760264,7.7554555,8.9379805,11.5626545,15.3231825,18.021102,23.0896305,24.578108,67.235695,77.4558115,4.732579,5.1852935,5.924155,5.415072,6.4363695,11.138355,9.762419,11.838102,9.528242,12.3848415,16.082784,18.0838105,22.4397135,23.757467,67.827457,122.126279,2.20324,1.3661565,1.536732,1.723763,1.9476315,2.2637615,1.738428,2.3697,5.3986995,9.1228105,14.2764745,29.191587,33.450825,87.273293,107.4537665,112.7699085,1.7623665,2.28893,1.074937,1.7704795,1.986649,1.5904795,2.5144695,1.922526,5.4765865,8.1925745,11.747453,16.956957,21.407354,56.2966255,70.3425275,88.6656925
PF3D7_1349700,10.797061,9.201945,8.02867,8.513574,6.4159655,10.903961,13.759057,18.856702,24.0145085,25.055594,32.4143095,38.1193825,49.6632355,58.2815455,74.855806,99.673151,7.9525365,7.9400685,7.8480005,9.1828185,9.0888625,9.334084,16.368351,21.0919945,27.1786815,26.915531,36.173518,38.3260655,51.763141,57.377769,67.1855395,49.579211,26.877777,5.9641125,5.1937635,1.918109,2.8536545,1.6878815,1.699699,1.8924605,4.905568,9.5547285,15.7323895,24.3511675,40.064738,141.615055,211.256593,210.9422705,3.289784,2.424901,5.650387,1.6130865,1.746379,2.135089,3.3748395,2.5090555,4.049043,6.7283545,13.9162235,20.843285,33.0883555,88.9932265,112.577147,145.131128
