ORF,AA01_3D7,AA02_3D7,AA03_3D7,AA04_3D7,AA05_3D7,AA06_3D7,AA07_3D7,AA08_3D7,AA09_3D7,AA10_3D7,AA11_3D7,AA12_3D7,AA13_3D7,AA14_3D7,AA15_3D7,AA16_3D7,AS01_3D7,AS02_3D7,AS03_3D7,AS04_3D7,AS05_3D7,AS06_3D7,AS07_3D7,AS08_3D7,AS09_3D7,AS10_3D7,AS11_3D7,AS12_3D7,AS13_3D7,AS14_3D7,AS15_3D7,AS16_3D7,AA01_FUP,AA02_FUP,AA03_FUP,AA04_FUP,AA05_FUP,AA06_FUP,AA07_FUP,AA08_FUP,AA09_FUP,AA10_FUP,AA11_FUP,AA12_FUP,AA13_FUP,AA14_FUP,AA15_FUP,AA16_FUP,AS01_FUP,AS02_FUP,AS03_FUP,AS04_FUP,AS05_FUP,AS06_FUP,AS07_FUP,AS08_FUP,AS09_FUP,AS10_FUP,AS11_FUP,AS12_FUP,AS13_FUP,AS14_FUP,AS15_FUP,AS16_FUP
PF3D7_0728400.1,7.4986535,7.013029,3.4926805,4.6359245,3.682675,6.019773,5.2847305,8.6829465,6.71945,7.0395685,17.232779,25.068824,24.4127905,33.328556,68.9367855,64.1050145,7.211381,6.5672655,7.8548,6.6631995,6.5129105,6.700991,10.308112,10.0435955,10.898233,11.9614395,15.4471505,20.7518275,22.1070605,20.2807155,36.3816425,35.6887055,0.8796185,0.1213525,1.469448,0,0.9106565,0,0,0.658321,1.800414,4.494983,11.71848,15.8421265,28.8386715,44.858634,56.272973,49.081377,0.346747,0.2888415,0,0.1440515,0.2962595,0,0.104563,0.305965,0.5660095,2.1785185,6.6754925,14.371523,17.4239105,28.181306,34.081328,44.305774
PF3D7_0728400.2,0.3125015,0,0,0,0,0.3435935,0,0,0,0,0,0,0.224724,0.166102,0.105576,0.999644,0,0,0,0.5724185,0,0.385555,0,0,0,0,0,0,0,0.2559645,0.22421,0.2575935,0.2072795,0.1213525,0.108503,0,0.1041115,0,0,0,0,0.1768975,0,0.1167805,0,0.291218,0.8750595,0,0.346747,0.2888415,0,0.1440515,0.2962595,0,0.104563,0,0,0,0,0,0,0,0,0
PF3D7_0728500,0,0.7023415,0.5727125,0.329884,0.1886135,0.45154,0.2567315,0.257775,0.2710475,0.200785,0.6026575,0.6274655,0.2048225,0.4737785,0.463064,0.3231955,0.349001,0.2074005,0.737085,0.4100695,0.478773,0.1025405,0.3499115,0.3191425,0.3944915,0.174988,0.781504,0.6597945,0.809003,0.2334835,0.272672,0.523117,0.176683,0,0,0,0,0.152731,0,0,0,0.0728275,0,0.06475,0.329823,0.4841625,1.018427,1.608814,0,0,0,0,0,0,0,0.131265,0.0820455,0,0.0830555,0,0.1275815,0.441575,0.786652,1.217859
PF3D7_0728600,5.154653,3.265196,2.4943525,2.837116,3.8998795,3.340254,4.198458,5.8679145,6.642802,5.7823515,8.11275,8.2328235,10.7214355,18.781008,46.7567105,58.9705275,4.201567,3.9383335,3.2946905,3.4328375,3.1132125,5.0289045,5.1726115,8.60791,7.301786,7.354521,7.5764645,8.329764,13.210451,16.756134,28.2961535,62.571927,0.7032415,0.523192,0.3709905,0.4329995,0.287515,0.281359,0.262129,0.6506295,0.9346785,1.580176,3.1376655,6.1673575,11.3741325,52.492592,63.071971,59.1446895,1.0728335,0.615989,0.344468,0.4993285,0.435249,0.3865625,0.339393,0.526236,1.1353055,1.5065435,2.511723,4.2608655,6.8013805,29.3798635,37.581498,50.651337
PF3D7_0728700,1.1865855,0.9930825,0.94432,0.8826285,1.139458,0.8416785,0.6327335,0.838996,0.726369,0.5687455,0.8665485,0.954968,0.709378,0.915208,2.3554275,2.3656225,1.1086355,1.223405,1.217732,1.010939,0.852586,0.866472,0.9355905,0.673035,0.8479005,0.790821,0.7927345,0.724653,1.2389805,1.0664155,2.5331985,3.868952,0.1553295,0.160696,0.060236,0.129642,0.104419,0.0789275,0.0429415,0.01469,0.1102,0.207626,0.4218625,0.8092075,1.021796,1.316387,2.174331,2.626642,0.152579,0.268679,0.133261,0.1710815,0.097287,0.067944,0.044709,0,0.0693535,0.0968665,0.350355,0.4516795,0.685274,1.487477,1.7568205,3.0809095
PF3D7_0728800,6.633885,3.7112855,2.8820755,4.0231415,4.8238615,4.1613845,5.194382,5.680441,6.054431,7.347721,16.148446,23.1663205,25.181848,27.074664,70.6020975,66.0871865,3.8069375,3.946551,3.89698,5.0563885,4.63151,7.4521245,6.4684065,7.0735095,7.906876,8.753513,13.8408875,19.421342,21.412488,21.624323,50.704721,97.7668805,0.650977,0.260842,0.1539785,0.301925,0.204054,0.294319,0.092939,0.7215845,3.2465675,8.685142,19.117109,32.5013415,32.9080595,44.094091,42.464194,31.163662,0.4358675,0.357517,0.430203,0.2267055,0.241981,0.3743305,0.258967,0.721576,2.8731615,6.841487,13.6890265,18.987858,24.55636,35.2303245,38.7336325,48.7512495
PF3D7_0728900,41.6058425,56.3106505,70.6126305,80.464277,88.3906305,63.601481,59.298173,54.9353155,57.3508855,55.3136055,60.6283835,59.2889355,63.9540465,71.305305,102.1612065,95.069772,28.8617245,77.537744,73.243808,79.6567285,63.0083525,79.855841,61.0450135,63.0216425,57.555938,59.1889795,54.1601395,56.370926,61.354261,67.1749785,91.380439,120.1320645,22.376489,60.128641,95.487012,100.3525015,90.1254315,86.649657,71.284922,56.9025665,56.56611,67.473594,69.722709,86.200919,76.8872965,99.753982,87.0497515,72.8782315,20.5614715,69.006715,92.5781665,111.8320465,95.319356,80.9413855,73.4868765,59.2141245,65.8025635,70.0417025,74.8574645,74.6098495,65.653607,88.6069515,88.570205,95.274917
PF3D7_0729000,114.11741,86.592297,135.5984325,126.0615975,195.082778,109.75369,111.482621,90.360314,88.1530245,72.770869,99.2684685,84.9281015,66.746471,89.841252,161.4362815,168.186634,51.0934045,122.7110155,122.375042,135.3507475,108.2524545,203.959256,113.46549,135.370317,83.7790535,85.8018835,77.0835675,84.3441835,79.855478,101.916946,133.4139305,175.62423,54.7312735,105.624953,141.50143,128.079239,142.3402425,144.641685,136.7844375,121.3645185,144.3046605,167.6324485,151.076959,167.8387525,182.086088,268.8795455,284.374069,221.19078,60.089225,105.249853,132.6017645,188.6844815,144.882484,149.5098775,147.926769,127.8551445,171.873618,215.7933155,184.5057505,172.9210445,159.850918,243.698013,250.160543,243.268438
PF3D7_0729100,6.98987,5.509059,5.5981295,7.452839,11.671237,10.3960585,9.766513,13.327304,13.1518,11.856976,14.699406,17.141121,22.797941,28.9271885,49.4479475,51.2175195,5.851825,7.0333495,7.0343735,7.773059,8.9121855,14.6878445,12.699758,15.707019,13.9713705,14.0650475,13.173207,16.16204,27.938533,30.570862,44.4053925,93.048595,1.0243245,1.2612855,2.1000205,3.4218255,5.630628,7.1915835,7.792817,5.5869815,6.8844565,9.3220335,14.567338,22.8192115,27.622067,54.1942595,57.420067,51.297488,1.1365865,1.481134,2.293808,3.5456675,5.549289,7.3375,7.5635975,6.016363,8.495313,10.650761,13.7507575,18.964188,22.0510125,47.2003285,46.261665,55.2368055
PF3D7_0729200,3.065099,1.732466,2.0600575,1.953862,2.9739795,2.919651,3.7914955,3.813473,3.3708495,3.0824695,7.771943,11.3672175,17.9401015,26.7192035,44.0313205,42.288436,3.344185,2.2251015,2.0884595,3.105343,2.5075545,4.3915335,4.9955765,5.684177,3.806297,4.805586,6.629571,10.4986325,16.0274545,18.7245665,30.572038,21.4378605,0.4929055,0.240835,0.411556,0.165365,0,0.060782,0.283072,0.4805705,0.8929635,4.752417,14.505872,29.746134,45.6973615,62.5205225,60.390173,39.744574,0.11384,0,0.598508,0.181954,0.2582795,0.5265095,0.4493675,0.4352915,1.5663955,3.850749,9.2958155,19.6036515,36.3533445,53.0149625,52.304854,47.722132
PF3D7_0729300,59.283281,104.8816825,77.601023,69.342808,60.3395865,66.60253,43.038963,43.342069,38.9183145,38.992133,54.056897,55.1559625,38.997927,34.5923185,44.733407,32.357882,61.285138,112.1694545,95.3091225,86.879271,71.6719215,68.580465,61.260177,49.220757,42.5781205,41.850331,47.3545145,48.6564745,51.2114295,39.9726925,52.739415,49.48107,69.3893395,96.0062165,114.6170445,104.0911775,94.268171,84.1353885,64.947369,51.000123,65.450644,63.3922545,55.3350645,57.460482,40.9767905,19.4912365,14.274965,10.0468205,74.634021,108.861932,116.0828315,122.247196,105.582977,92.3184255,79.5821165,60.456347,74.0399255,73.777461,60.635577,56.5046315,42.960829,39.370477,36.810013,38.470639
PF3D7_0729400,227.825653,235.2841385,257.089226,254.429585,249.0335985,199.9466475,204.7860285,182.2533915,161.597955,162.3220895,169.009328,154.187183,146.5816155,127.674783,125.766643,91.660056,188.8387815,296.8033695,238.6407645,245.5276835,207.083983,214.972967,179.815584,199.650887,176.64881,172.3889805,149.598962,159.9013915,161.455161,144.072046,162.7158235,164.2720555,140.9416485,166.5884045,207.7607825,194.944307,199.8464565,168.3197715,153.9506995,133.9940955,119.495223,121.0494685,111.876018,101.4280595,92.387684,35.3616555,26.076163,17.727514,134.387174,182.086739,214.4853275,220.2345355,196.43314,158.0610855,147.3866605,146.7982605,130.3178535,130.4399675,119.366486,111.6638725,94.995587,73.7484695,67.422411,63.126116
PF3D7_0729500,61.769653,53.2222655,60.4623385,63.3153845,79.1738635,55.8786335,54.411345,51.827391,50.1936535,48.628724,58.0023695,55.2501045,50.926012,52.999559,76.585646,62.8482585,39.033684,69.3844755,60.9285915,65.4203815,57.787157,74.5781125,56.471221,60.1546775,48.1778565,52.7845755,53.0115975,51.4277645,60.7261065,60.823078,80.52719,90.210821,50.596366,71.7996595,86.6879675,85.470863,80.2529075,77.7437215,65.408256,62.765549,73.822542,82.9915025,71.5435945,72.9927505,58.388539,49.0853755,40.7891575,34.491739,48.8844765,80.28322,87.5706055,102.870409,85.0417685,79.3133195,69.7971035,67.0748315,90.6143385,92.3983565,83.7094005,74.678015,60.5698045,74.871363,69.9328515,70.2562895
PF3D7_0729600.1,16.9301295,6.5399265,6.6137995,7.9222235,12.9529415,11.8217715,19.7539915,16.4416445,20.062895,23.566422,30.038186,37.6929315,72.318463,103.71232,126.236315,142.530816,10.0663335,9.2651305,4.7349535,9.9620135,6.5884715,16.6946105,16.597807,26.024405,26.9357865,29.147081,29.474104,41.0473985,50.1939655,87.0052915,91.8588125,190.8996455,2.0153165,2.1380705,1.3407105,1.529661,0.1374095,1.627278,1.7873195,2.7168955,7.746624,17.9358815,37.788751,64.499499,95.1999895,182.5257685,182.4551065,159.4815295,4.8226665,2.769777,2.0991875,2.6543535,3.6313415,1.976973,1.2155845,1.8198705,5.621655,11.8983985,27.04705,42.393943,74.2826505,144.194542,159.7541515,140.754932
PF3D7_0729700,0.3011275,0.3155745,0.0866425,0.1228585,0.1095385,0.1251405,0.115592,0.184892,0.145861,0.435545,1.0103645,0.9642355,0.759326,0.717159,0.7648775,1.1588535,0.496694,0.388769,0.1945425,0.3293105,0.238776,0.0981845,0.193022,0.154321,0.335934,0.5848,0.948025,0.954575,0.9107185,0.696729,0.8216395,2.8895415,0.3378385,0.256764,0.159519,0.1246145,0.0427925,0.0229115,0.019777,0.019998,0.0477115,0.022284,0.034076,0.1111125,0.237555,0.5318195,2.567078,5.877758,0.634406,0.2211625,0.06774,0.1469815,0.070951,0.0731395,0.0353265,0.019974,0.006495,0.014032,0.085538,0.0503625,0.126928,0.503207,1.2382485,2.368911
PF3D7_0729800,0,0,0,0.2433795,0,0.212226,0.1535655,0,0,0,0.206712,0.3626935,0,0,0,0,0.839591,0.218064,0.5021245,0,0.354831,0,0.185328,1.0905285,0,0.1550155,0.4819755,0.378195,0.484023,0.14389,0,0.408596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2807385,0.6275765,1.5174365,0,0,0,0,0.476847,0,0,0,0,0,0,0,0,0.156609,0.6041335,0.863957
PF3D7_0729900,0.4955345,0.422511,0.308754,0.415956,0.5734425,0.376674,0.3220845,0.382106,0.3685895,0.3013475,0.4170915,0.432424,0.367896,0.4709125,0.8344745,1.1211545,0.410628,0.4580055,0.466785,0.4817125,0.383539,0.580496,0.4747525,0.4821685,0.3885385,0.4042475,0.3748345,0.433178,0.498449,0.521403,0.8654355,1.097827,0.181245,0.2485265,0.1760745,0.21206,0.2058505,0.1533895,0.1025805,0.0380975,0.068447,0.070605,0.0794255,0.1599355,0.2501635,0.73651,2.614235,4.709961,0.1674565,0.2258065,0.194559,0.2768375,0.3168155,0.192613,0.129642,0.057501,0.0760095,0.0996735,0.077467,0.139705,0.177766,0.5913515,1.3747115,2.19743
PF3D7_0730000,21.570119,13.6048905,9.781217,8.0060485,13.8943015,13.2860955,10.767749,12.511055,10.5449735,14.7999155,26.3222175,35.3524635,37.4024215,39.3143075,55.3459885,53.7109135,15.379857,11.582951,15.202729,11.8431155,11.663786,16.878864,15.518415,16.8349425,15.360693,18.9011015,25.1895875,26.6003485,40.1706715,44.7814355,55.840801,57.4286825,0.3184165,0.2570475,1.8440235,0.5506065,0.316736,1.289461,3.237759,10.271462,23.2503,36.059975,57.246235,71.0013345,75.3166435,51.5238215,44.370161,28.5850015,0,1.159139,1.2288655,1.7097055,1.7663295,1.762003,1.8436525,4.943643,15.4467845,34.940909,47.136658,62.103053,63.041642,71.9852315,68.8204765,72.0437005
PF3D7_0730100,1.292131,1.2498665,1.32385,1.763165,1.3364505,2.587768,1.6654245,2.4459935,2.430259,3.699618,7.6536905,9.877258,10.7967845,9.8466415,10.7972625,8.244898,1.87112,1.6420895,1.9888615,2.499316,2.042904,2.549813,2.636549,2.398113,2.894106,3.691069,6.369773,8.2204525,11.026885,8.985272,8.9687925,10.863712,0.1109445,0.2317785,0.437017,0.715899,0.462096,0.585375,0.6219965,1.118056,3.4065685,5.904338,9.565817,11.22033,12.1378535,6.745425,5.097629,4.365092,0.079087,0.104606,0.656597,0.660262,0.4907775,0.67211,0.804824,1.031431,2.05371,3.9802315,8.168259,9.850654,10.127307,10.0081125,8.240631,9.1126245
PF3D7_0730200,10.8338815,17.855774,18.6674085,21.5583965,23.290834,23.265371,17.2964715,16.3925245,14.165731,11.5214105,12.636436,13.224559,12.3581515,13.468685,20.369223,19.5784895,10.671348,24.6219995,22.58298,25.0131665,22.7059855,26.35224,21.675718,19.5198435,16.0376515,14.305873,13.876868,12.502213,14.4653975,14.2574545,16.950463,18.8140225,5.531358,11.9574915,22.0431385,22.3171515,22.1070845,23.825328,20.438334,11.474515,15.0759345,14.089458,14.7618395,14.2193755,15.770894,26.9433245,25.725323,21.572213,4.7112035,12.918817,19.69975,24.5704575,24.641311,23.4653555,21.3979175,14.329382,17.6134235,20.5771945,17.148927,17.53569,15.787438,28.8472715,25.8137485,23.737299
PF3D7_0730300,527.069195,263.562941,335.791159,226.157022,351.7844545,209.028173,165.611494,124.1925995,113.9337695,90.3691195,126.2858265,145.6249555,145.6597405,138.7992385,228.1798415,179.574478,251.550364,372.0569275,299.6023945,272.3247365,225.2294015,353.9057325,180.7533465,187.7560545,124.1305415,103.7398075,114.6119795,131.1061315,160.3263985,156.0287415,279.3570405,409.079448,252.6205005,375.543302,452.5374325,400.298141,370.7248615,392.906443,312.7142535,156.9937605,151.043917,194.5770505,257.1864635,295.093375,229.844083,77.3401425,53.4046645,68.4978035,251.6757105,387.040726,446.198071,531.4004645,404.6714815,414.6162015,337.3493645,189.36932,217.3074665,230.206679,236.9645325,257.7573025,222.0411865,270.5492875,223.2923,216.493236
PF3D7_0730400,216.659512,58.998775,33.3639055,29.297404,17.8592525,10.1244015,8.1966205,9.947763,9.8422715,11.5180005,42.983773,49.48642,43.807969,53.783053,68.7374115,96.6884065,189.2933425,74.909935,35.8927345,26.097113,12.7694165,11.6271555,12.8424925,11.417561,8.943695,26.4041355,44.5988725,54.680925,53.9438095,55.7206695,72.779244,86.7097565,77.541196,31.0614805,27.488459,17.6477545,9.9799855,6.024096,3.9598825,2.4539525,2.2463685,3.0303065,5.191971,8.4669785,13.1774195,52.6706195,113.1213355,343.038648,89.2328865,43.913744,23.872939,25.731652,12.4504125,9.3175485,3.505865,3.4073195,4.5436,2.9359735,5.643199,7.7916055,9.965605,41.8467125,86.8547135,161.996649
PF3D7_0730500,6.9750115,5.5712805,2.914885,2.568802,2.9308835,2.3502515,2.0024105,2.940054,3.6225765,3.723255,6.18432,7.678011,9.9884195,13.792934,38.6518995,42.609175,5.2577525,4.822237,3.638645,2.8964335,2.6052675,3.9564975,3.4918725,3.7991315,4.0697175,4.75971,6.2844015,7.0580785,11.521229,12.4343325,26.4282065,64.9407635,1.419966,1.2439355,1.275071,0.862207,0.6029925,0.3784375,0.29631,0.2817365,0.54732,1.026609,3.0610145,7.158601,10.6963685,39.839106,53.3828665,62.5138755,2.1436265,1.498315,1.2790665,1.140307,0.873167,0.522168,0.3950765,0.450114,0.7569615,1.031305,2.270686,4.638582,7.417216,23.772303,28.668027,51.3886235
PF3D7_0730800.1,5751.17635,4190.357756,3875.624834,3129.241773,2552.684041,2177.04029,2290.931152,1741.03469,1718.045241,1679.019042,1416.922894,1061.410532,661.784003,453.1787615,291.8314555,237.546032,5110.736096,4415.582242,3308.023451,2961.378172,2484.565186,2105.924202,2001.021356,1774.610145,1735.754131,1651.394899,1354.146998,1263.34383,958.745961,738.356012,668.6022295,588.6356285,6494.021661,4816.397276,3501.343145,3298.461747,2898.871118,2543.328805,2364.108298,1361.951996,890.171101,637.772209,399.0121295,222.952619,131.6283245,27.5959215,25.909175,37.548519,5788.734904,4978.870271,3659.251945,3343.594278,2923.229025,2564.382366,2107.360277,1613.320856,1039.283568,825.423603,636.1484385,477.0249225,299.283709,148.1305955,123.1053765,113.668614
PF3D7_0730800.2,0,0.133644,0.3607755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113076,0,0,0,0,0,0,0
PF3D7_0730900,182.1948405,129.029322,196.9448995,176.8409935,402.1760075,250.3660735,369.816136,323.8301175,444.4895045,469.1812045,415.482984,318.964674,166.8369825,128.780878,159.647341,110.899172,107.50556,193.0319735,181.9291685,211.650378,204.0930855,427.3980255,346.9154995,495.0420175,434.5100805,471.156972,400.283699,314.60045,266.3981895,233.300311,306.137625,389.407251,37.2248505,86.06823,132.2953785,156.374719,208.296845,338.879264,380.585379,635.640778,694.50333,805.3546815,456.8057535,269.6919065,125.4913695,25.941056,18.715933,18.2579025,36.305709,92.915199,120.1325525,200.053162,202.101254,352.0274635,374.4303675,619.2211645,1156.937279,1031.830182,619.3435455,453.115101,256.367421,253.041943,195.0304125,162.348804
PF3D7_0731100,1227.856944,983.848891,1151.791402,768.979315,852.382257,507.1757975,479.559168,369.500621,355.301783,270.5872775,186.1066905,147.633455,117.1286495,113.9178305,119.612941,119.1638315,844.0793865,1091.987127,847.735686,758.22903,634.8039685,685.576037,418.808526,453.35913,355.776996,294.0591385,190.6157985,158.0120055,162.7179055,185.0823155,213.273809,177.302426,1147.937637,1231.418914,1116.875392,1100.587577,909.1562815,879.560115,667.01993,326.5420415,282.8524935,283.8427525,202.545975,143.206989,102.2813085,68.11653,107.4302125,119.256242,1051.980268,1220.702536,1131.034364,1374.257931,945.949191,918.278385,660.966395,409.13278,501.0485865,420.162806,288.582822,237.6476805,156.555449,167.372043,160.490524,143.825785
PF3D7_0731200,234.3778095,102.211112,112.571315,65.271884,76.749024,50.6402495,25.074881,18.787436,10.5745565,7.551532,6.827692,7.110871,6.5549415,6.7710685,22.7789325,23.3375035,98.4447265,134.2560175,103.8155595,74.281985,60.167798,75.9468385,40.8824585,23.0910375,14.880531,9.411807,7.194563,8.809904,9.6889595,7.3274875,32.1382785,24.5407795,175.0064615,101.4197865,96.4042005,72.0705965,72.417081,54.684606,42.2969285,12.3070085,9.8346005,5.050361,4.2415795,5.3022445,8.187491,15.7515115,16.329493,19.5174025,149.3744835,108.8937865,93.3930975,89.6259985,71.773885,58.8342155,47.8616495,21.562471,15.2340405,12.3132035,8.0134335,6.7769895,7.7004335,15.4942575,20.192339,26.802171
PF3D7_0731300,119.926752,87.385186,168.372109,146.531076,276.033041,237.8809315,277.00494,257.7227045,330.4876805,366.3620815,395.809187,344.237154,183.0025915,129.431851,293.073069,217.678416,60.2519445,140.87877,155.8633375,195.0050265,185.804971,324.616644,300.4458375,325.317563,360.210289,358.2551665,411.309006,367.597285,229.7847995,180.9924115,475.766676,276.6190135,5.937778,17.9579785,51.10061,59.5255515,117.1528095,191.4684205,241.135169,492.511916,780.990991,873.136386,594.967593,552.8039875,260.7324085,113.2287825,75.4798955,57.8235815,5.6597415,20.5502635,44.135027,78.579906,104.6243005,177.858544,215.38983,488.866747,999.694139,1018.178727,604.382205,514.7243785,316.2878545,269.1226415,243.274456,223.7636645
PF3D7_0731400,9.670707,4.3739095,6.3049055,6.4996615,14.955673,13.837252,12.716545,13.794769,15.281489,16.316359,23.3413195,26.1120565,23.911757,23.253199,52.0728575,40.589469,3.3806985,4.840041,5.7043945,9.8635815,11.0613745,19.5590615,16.1016315,16.5336175,16.7389105,19.6444375,23.336189,23.312511,26.485303,24.536904,57.00913,61.321444,8.2787715,0.598422,1.1093905,1.22911,3.7411895,6.102752,7.760559,13.744557,21.5969835,27.116836,27.5457845,35.3610935,25.933806,16.6694225,10.824523,7.519776,0.480853,0.4667135,1.2109425,1.63471,3.0035185,5.405733,7.6867915,13.477459,22.620701,31.322887,25.72413,25.7566645,21.173746,30.1355885,30.4520145,36.1868145
PF3D7_0731500,970.4197055,492.949072,368.6579605,244.564348,175.3466425,97.8705505,62.376393,50.542643,36.7383915,33.571566,85.422605,147.3552895,145.0825725,145.5189245,134.8968905,165.5303715,895.6450245,488.8214825,355.1650135,257.4530865,159.931233,133.9361665,69.0562805,61.223754,41.446119,41.04637,101.1160885,175.232272,207.37541,194.835234,184.8114455,252.7845975,224.0756985,123.5783585,79.4761435,64.556247,35.2346175,25.7257555,14.729928,6.8319575,6.8125325,7.6346575,8.951214,8.8457735,8.2597255,15.7659765,48.7454835,194.7502965,256.9976145,154.660483,76.7942235,69.339987,42.9186135,28.6543955,17.0724745,7.302324,7.744248,8.607385,9.6466025,9.6010335,8.83828,29.849734,64.5650285,105.339426
PF3D7_0731600,21.913087,18.3382845,24.032555,27.721366,41.163377,39.7493965,50.6822485,63.968395,79.7575975,101.047726,172.9719825,212.4024395,232.3788765,254.8856685,445.236447,460.379416,16.327512,23.812096,28.176127,34.674562,41.601417,60.478259,62.3773775,78.6775995,87.27072,103.66453,153.4052695,192.2421825,253.874263,282.4809395,408.5762455,430.358573,2.7650955,2.0428585,2.451941,2.274342,2.286511,2.9256975,3.497807,20.911947,70.811372,144.986092,207.2061955,298.1905685,285.521238,446.3764865,378.8821915,313.1378115,3.434718,2.7767985,1.9854375,2.612957,2.378384,3.394632,3.837319,14.3373095,62.2311265,104.1203865,167.882545,213.0065495,228.976384,393.630574,392.1316045,465.471063
PF3D7_0731700,9.622652,3.3524945,5.065813,3.1914435,6.9415855,4.467334,4.6283095,3.983733,5.347659,5.562924,10.733771,11.545734,14.4307285,18.725662,50.1884845,57.9118755,2.006348,4.618231,3.2103955,4.0511845,4.0277895,7.182313,5.5406165,7.0596955,5.268713,5.6728675,9.5836855,12.3719095,25.4242345,31.1107805,55.9589445,71.3514045,1.1445365,0.215455,1.2676665,1.5284135,1.4311285,1.427224,1.269635,2.428028,2.5868795,8.495833,11.8144355,23.0482,25.7964865,49.7499085,40.9159145,37.3141635,0.4676135,1.110766,0.972129,2.3498415,2.8048,0.7477165,1.222841,1.3566325,5.909356,5.5267085,9.077076,15.0948725,18.0640465,45.9306105,45.040435,46.4457875
