"","AA01","AA02","AA03","AA04","AA05","AA06","AA07","AA08","AA09","AA10","AA11","AA12","AA13","AA14","AA15","AA16","AS01","AS02","AS03","AS04","AS05","AS06","AS07","AS08","AS09","AS10","AS11","AS12","AS13","AS14","AS15","AS16"
"PF3D7_1477700",2,1,27,0,40,16,4,2,1,0,21,4,0,20,1,94,44,4,1,7,2,0,1,0,0,0,2,1,0,1,0,1
"PF3D7_1477800",7,23,0,17,36,95,17,9,16,1,25,6,5,71,0,1,41,36,23,63,128,0,10,0,3,0,18,0,3,29,1,0
"PF3D7_1477900",70,25,4,11,333,141,11,13,86,4,136,1,21,292,1,216,165,213,14,313,105,1,52,1,11,4,79,1,11,231,2,1
"PF3D7_1478000",702,3273,1051,1752,5163,10303,2821,1342,1596,1335,2162,4881,705,7651,87,2127,5003,5496,2768,7352,26113,55,2910,4,1149,196,1592,472,1139,1951,312,409
"PF3D7_1478100",139,140,22,144,229,181,200,23,111,93,140,127,41,170,10,37,213,113,125,376,893,2,166,1,99,9,68,10,15,315,6,21
"PF3D7_1478200",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1478300",0,3,1,0,6,0,0,0,0,0,1,0,0,2,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,2,0,0
"PF3D7_1478400",0,0,0,0,2,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"PF3D7_1478500",1,0,1,0,5,0,0,0,1,0,0,0,0,1,0,3,1,0,0,2,0,4,0,0,1,0,0,0,0,0,0,1
"PF3D7_1478600",342,9,68191,5405,750,1848,338,1221,70,50,215,149,13,507,2171,27132,624,10,203,29,47,2282,76,450,38,193,10,432,1502,2145,139,78
"PF3D7_1478700",0,0,50,5,7,0,2,0,0,0,1,1,0,4,7,2,2,1,0,3,8,1,0,0,0,0,0,1,0,5,0,3
"PF3D7_1478800",60,129,104,109,92,264,157,37,64,59,71,131,33,67,4,104,177,76,136,290,851,6,108,2,86,10,32,3,44,117,12,17
"PF3D7_1478900",647,697,40048,11593,2517,1424,605,1411,704,396,1166,1150,179,1158,119,6552,1769,1852,764,1043,1907,1374,278,1460,153,795,601,2942,3232,749,5867,20596
"PF3D7_1479000",283,2724,89,1634,3070,3040,2068,477,1193,1185,2279,2093,637,3906,95,42,266,2206,1841,1908,10509,16,1862,13,867,57,1102,61,684,2148,23,43
"PF3D7_1479100",0,5,0,0,11,1,2,1,1,2,10,0,3,21,0,0,0,10,8,6,4,0,5,0,2,0,8,0,3,12,0,0
"PF3D7_1479200",11,1,20,0,0,0,0,5,0,95,27,0,0,75,2,0,6,0,81,275,7,0,152,0,0,1,26,5,34,0,7,7
"PF3D7_1479300",8,3,0,0,16,0,1,1,0,0,9,0,0,2,0,1,4,0,0,2,22,1,1,0,0,0,13,0,9,0,0,0
"PF3D7_1479400",1,0,0,4,9,7,1,2,0,0,5,0,0,8,0,1,0,7,6,7,8,0,2,0,0,0,1,3,0,14,0,2
"PF3D7_1479500",0,0,0,3,7,2,0,0,0,0,4,0,0,3,0,0,5,0,0,1,0,4,0,2,0,0,0,2,0,1,0,0
"PF3D7_1479600",0,11,2,4,12,0,2,1,1,0,4,13,0,1,0,2,22,2,6,1,1,2,2,0,0,0,1,1,0,1,0,30
"PF3D7_1479700",3,2,1,49,27,32,8,2,17,4,9,42,7,16,0,7,9,30,5,13,18,10,11,3,11,1,10,8,2,11,1,9
"PF3D7_1479800",1,0,0,3,13,2,2,1,2,0,2,5,0,1,0,0,5,1,3,4,5,0,3,0,0,4,2,0,0,1,0,17
"PF3D7_1479900",0,0,0,1,0,5,1,0,0,0,1,0,0,2,0,0,1,8,0,2,0,2,0,0,0,0,0,0,0,0,0,0
"PF3D7_1480000",14,5,7,28,12,8,1,3,12,0,28,7,9,6,0,38,10,10,12,2,23,4,4,0,5,0,12,0,0,2,5,2
"PF3D7_1480100",23,0,7,6,0,0,2,2,0,0,1,1,0,0,74,6,5,13,51,0,60,2,0,3,0,1,0,11,1,0,11,12
"PF3D7_1300100",398,850,3234,878,1070,1367,309,796,369,95,344,1003,17,483,79,5841,392,1086,754,611,639,236,740,311,65,440,203,1693,1400,356,1057,2068
"PF3D7_1300200",32,3,8,45,73,19,6,8,13,3,15,17,7,22,0,8,11,86,20,19,57,19,40,0,4,0,2,1,6,9,3,13
"PF3D7_1300300",81,499,1235,202,591,86,445,1704,57,17,253,1163,15,879,132,284,226,431,995,1488,3023,78,286,788,53,871,331,732,446,415,2065,1534
"PF3D7_1300400",66,22,2,94,179,17,44,35,74,3,48,61,6,39,9,20,78,59,134,42,41,9,15,3,17,0,102,3,9,66,22,12
"PF3D7_1300500",0,0,0,2,5,2,0,0,2,0,3,0,1,4,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,2
"PF3D7_1300600",0,4,0,6,10,0,1,1,1,0,3,0,0,4,0,0,1,0,6,2,1,3,5,0,1,0,0,1,0,2,0,1
"PF3D7_1300700",19,11,7,43,87,39,13,8,16,4,24,6,5,25,0,26,6,23,31,27,32,10,8,1,12,0,9,1,3,11,8,5
"PF3D7_1300800",0,15,0,0,0,2,3,0,1,0,2,0,0,9,0,0,4,1,0,9,8,0,0,1,0,0,1,0,1,1,1,0
"PF3D7_1300900",0,0,0,3,0,8,0,0,0,0,6,0,0,3,0,0,3,1,1,1,2,0,1,0,0,0,0,0,0,1,0,0
"PF3D7_1301000",0,0,1,0,78,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PF3D7_1301100",0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1301200",2552,6089,1655,1360,20686,8261,1199,561,2873,3343,5026,5905,158,1089,67,7149,2481,63258,37904,10502,12273,355,15088,93,107,1605,622,48974,5071,3139,4453,12755
"PF3D7_1301300",8,0,942,35,35,11,5,35,2,1,10,1,1,7,15,1230,20,15,6,8,7,52,3,3,0,20,1,41,99,30,9,2
"PF3D7_1301400",271,6,76120,12160,410,1503,488,1749,40,45,175,142,18,227,1430,37216,205,13,489,118,49,2497,42,1019,80,1287,13,1690,3310,859,883,1553
"PF3D7_1301500",3,2,220,160,0,26,4,39,0,0,2,3,0,4,3,222,0,0,0,3,0,30,0,10,0,5,0,9,50,5,9,23
"PF3D7_1301600",32,119,3368,750,243,313,108,185,127,22,100,203,8,65,96,3076,95,311,83,300,413,48,73,88,8,129,169,251,271,125,182,184
"PF3D7_1301700",1642,1500,85621,8666,6888,7708,2419,5531,2982,2404,1981,4951,675,3777,1652,58408,18018,3116,3319,6259,8787,1366,2332,894,1042,4069,810,11860,15577,3002,6704,9954
"PF3D7_1301800",343,119,92,69,2176,3874,651,35,669,1147,274,1884,58,583,11,154,11679,67,493,860,236,15,527,2,159,10,147,5,311,676,11,0
"PF3D7_1301900",6,2,4,0,40,12,0,2,5,3,10,7,2,25,0,17,28,5,9,15,12,0,8,0,0,4,5,0,3,12,1,0
"PF3D7_1302000",2870,4668,13263,7609,10935,9547,6104,3314,3841,3827,3301,5320,833,5574,414,20905,18332,3136,4523,6646,27262,730,2939,262,2161,1425,2671,1344,3281,6406,1978,4307
"PF3D7_1302100",44,29,281,364,166,570,144,304,4,130,23,191,14,252,9,23028,382,16,496,15,12,70,6,28,3,49,96,18,123,45,139,60
"PF3D7_1302200",8,15,3,9,28,22,26,10,18,5,23,41,10,15,0,7,24,31,13,28,52,0,21,2,4,2,12,3,1,29,2,3
"PF3D7_1302300",45,95,342,138,101,455,115,90,67,27,40,136,14,112,7,53,161,63,94,162,848,5,33,9,47,6,11,22,35,86,40,26
"PF3D7_1302400",4,0,5,7,9,9,5,0,3,1,1,1,0,8,0,0,9,7,3,9,37,0,0,0,2,2,6,3,1,11,4,3
"PF3D7_1302500",1929,1961,1561,1836,4508,3259,2035,836,2127,979,1890,2475,151,2801,91,3125,5152,2750,1509,3831,11875,96,1877,51,968,163,1066,200,308,2758,304,293
"PF3D7_1302600",726,1096,4067,2414,2006,2228,1662,1288,1342,621,781,2182,640,2028,173,4713,3948,1175,1229,1631,3387,375,943,181,1092,238,380,515,1210,1580,533,1065
"PF3D7_1302700",3021,1573,8333,3183,6680,5596,3099,529,2815,1208,3255,2369,358,4515,309,11833,5960,1552,2155,9833,14568,693,2995,122,1416,565,802,350,597,3337,645,984
"PF3D7_1302800",445,586,12639,2512,1701,3127,768,761,873,524,691,1068,158,1929,179,11023,1881,1321,860,3346,6416,414,748,176,252,399,266,868,1177,791,677,1245
"PF3D7_1302900",57,15,1339,236,384,50,24,69,120,22,77,12,11,72,15,1019,91,185,34,127,157,61,25,15,12,55,74,106,56,121,103,56
"PF3D7_1303000",5,0,1682,119,20,20,6,208,7,1,5,15,0,9,34,2178,1,6,23,15,4,42,9,61,1,86,1,114,191,8,139,203
"PF3D7_1303100",14,1,1512,322,80,21,12,390,18,5,15,60,3,12,47,1946,9,14,46,16,5,118,9,56,7,147,3,254,461,31,197,356
"PF3D7_1303200.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1303200.1",0,0,3,1,1,0,1,1,0,0,0,2,0,3,1,10,0,0,2,10,1,0,1,0,1,0,0,0,0,1,0,0
"PF3D7_1303300",16,22,236,54,62,18,10,15,18,5,22,27,1,20,9,488,46,16,21,52,10,21,23,5,2,69,3,27,48,53,49,80
"PF3D7_1303400",2400,1934,9635,3864,6794,5971,4236,612,2144,1723,3477,2347,472,4868,361,12204,10588,1633,2333,8672,16928,855,3821,129,1509,805,807,387,811,5769,559,948
"PF3D7_1303500",2883,2552,3320,3509,10323,6522,4058,730,4865,2098,3985,4619,828,5488,153,12379,8830,3891,3575,12388,21599,240,4998,94,1447,624,2037,690,524,4864,1092,1284
"PF3D7_1303600",16,30,63,30,29,39,31,22,22,5,5,39,5,21,1,93,24,41,27,42,78,0,18,4,13,9,11,11,24,16,20,26
"PF3D7_1303700",49,7,14,12,32,10,4,1,26,13,19,3,2,22,0,33,18,31,3,76,47,0,12,0,5,1,13,3,1,21,6,1
"PF3D7_1303800",22,6,186,221,9,43,13,35,10,3,3,31,0,6,2,248,0,3,8,13,10,104,8,1,1,11,1,12,9,9,0,89
"PF3D7_1303900",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"PF3D7_1304000",0,0,7,1,0,0,0,1,0,0,0,3,0,3,0,11,1,2,1,0,1,3,0,0,0,0,0,6,6,0,0,0
"PF3D7_1304100",0,1,87,112,7,17,0,18,2,1,1,2,0,12,1,184,3,0,3,3,0,16,0,7,0,1,0,47,30,6,6,23
"PF3D7_1304200.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1304200.1",0,0,3,2,0,0,0,0,0,0,0,1,0,1,0,15,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
"PF3D7_1304300",0,4,18,13,3,2,1,7,3,1,1,2,0,4,2,16,3,1,4,4,5,5,1,0,0,0,1,11,2,9,0,0
"PF3D7_1304400",278,445,1014,705,740,751,338,187,332,265,135,686,41,455,29,1364,453,244,330,476,1763,73,322,20,230,60,87,66,95,296,76,155
"PF3D7_1304500",0,0,258,87,2,17,4,11,1,0,1,6,0,10,1,245,0,0,5,2,2,7,0,15,1,3,0,5,0,1,2,3
"PF3D7_1304600",28,9,146,111,151,26,14,14,12,6,33,5,1,34,6,286,20,14,10,9,19,18,9,6,3,0,8,3,5,25,4,9
"PF3D7_1304700",4,7,87,24,56,13,6,10,4,7,14,1,3,15,0,117,18,10,6,13,46,10,10,2,8,0,8,7,14,11,4,1
"PF3D7_1304800",0,2,32,4,18,2,0,2,4,1,6,3,2,10,0,32,6,5,4,8,45,0,1,0,1,2,2,2,11,5,6,4
"PF3D7_1304900",142,107,1730,418,326,724,237,136,137,51,234,249,59,344,34,1021,529,130,222,396,864,58,121,30,85,32,53,71,185,198,92,133
"PF3D7_1305000",749,253,749,504,1061,593,466,212,629,214,528,358,249,859,22,811,1314,976,333,1325,1538,62,382,12,159,45,153,97,142,1112,47,51
"PF3D7_1305100",4,0,21,6,24,0,2,1,5,1,4,0,0,6,1,7,7,12,3,21,9,0,4,0,0,0,2,0,0,12,0,0
"PF3D7_1305200",3,1,16,2,25,1,5,2,4,0,5,1,0,7,1,1,3,2,0,15,7,0,2,0,0,0,1,4,0,8,0,2
"PF3D7_1305300",3394,1968,12567,6667,6966,5260,4144,1267,3753,1311,2818,3279,419,3381,429,20642,4129,1954,3127,7816,15777,942,2888,273,1435,1857,1418,1245,1363,3654,1666,4229
"PF3D7_1305400",311,367,1598,472,243,728,530,197,195,123,138,613,38,209,57,2051,40,166,177,649,1422,140,289,60,124,110,112,134,257,82,157,328
"PF3D7_1305500",48,96,382,97,51,101,64,32,42,21,23,100,3,20,15,268,44,34,49,84,159,34,65,5,34,30,8,14,52,31,24,46
"PF3D7_1305600",0,0,11,1,1,1,2,0,2,3,2,4,0,2,0,7,0,0,1,3,3,0,3,0,0,0,0,2,0,5,0,3
"PF3D7_1305700",0,0,10,18,0,5,0,2,1,0,0,12,0,0,0,20,0,2,4,3,1,0,1,0,0,1,0,1,1,0,0,2
"PF3D7_1305800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"PF3D7_1305900",6,0,265,169,1,71,15,76,0,0,0,3,0,2,6,269,1,0,4,0,0,55,1,20,0,0,0,7,32,8,0,12
"PF3D7_1306000",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"PF3D7_1306100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1306200",0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"PF3D7_1306300",0,0,4,8,1,0,3,0,0,0,0,2,0,1,0,13,0,0,0,3,2,4,0,0,0,0,0,0,5,0,0,1
"PF3D7_1306400",191,321,8935,1495,826,1073,419,825,318,103,250,697,23,502,267,12141,174,315,319,992,1128,711,398,222,54,825,102,687,851,250,872,1711
"PF3D7_1306500",2,1,90,13,6,9,2,1,0,1,1,16,0,2,4,147,0,3,4,11,13,6,6,1,0,7,0,5,8,6,7,7
"PF3D7_1306600",107,185,1535,474,194,340,133,337,163,42,69,281,31,179,42,1360,126,159,171,163,299,103,94,80,57,87,48,185,315,103,302,571
"PF3D7_1306700",11,4,15,8,64,9,15,2,10,6,45,6,1,36,0,29,60,22,15,89,92,2,13,0,9,1,5,2,2,54,1,1
"PF3D7_1306800",334,388,1544,472,566,728,303,161,230,143,272,441,74,455,37,1962,616,235,192,834,1679,115,412,38,164,129,130,76,204,307,136,242
"PF3D7_1306900",858,1068,3936,1395,1678,2293,1057,899,929,402,943,1244,310,1425,123,3278,1995,1037,935,1689,4291,253,901,93,689,203,482,359,675,990,432,570
"PF3D7_1307000",157,165,1299,337,269,769,258,178,195,75,199,268,37,303,32,1396,371,159,233,485,1083,65,138,34,110,48,74,61,177,174,110,182
"PF3D7_1307100",1929,2138,3777,2951,4082,2705,2220,935,2067,1282,1564,1902,688,2223,167,4875,4819,2165,1907,2933,4824,491,1760,156,899,589,949,562,965,2439,549,887
"PF3D7_1307200",148,209,1027,307,267,430,177,131,168,69,72,273,23,166,38,1349,136,148,140,514,811,44,185,19,60,61,43,104,109,98,101,196
"PF3D7_1307300",33,84,397,135,71,88,56,47,89,29,26,83,3,29,15,764,35,55,51,157,232,37,70,9,33,40,17,32,58,32,59,119
"PF3D7_1307400",2,0,20,2,13,3,1,0,3,0,0,1,0,1,1,27,1,4,3,4,0,1,1,0,1,0,0,3,4,7,2,2
"PF3D7_1307500",0,0,21,0,0,0,0,2,0,0,0,0,0,0,0,22,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
"PF3D7_1307600",55,37,9159,2169,269,225,76,2442,344,36,95,188,18,98,200,13556,48,299,234,238,236,851,76,445,39,932,57,1666,2000,70,1172,1610
"PF3D7_1307700",590,760,7220,1884,848,1398,665,678,987,190,458,1135,113,620,153,9608,478,754,479,1655,3298,518,443,208,292,577,285,686,902,389,706,815
"PF3D7_1307800",194,65,2433,213,129,432,95,55,50,30,143,231,1,68,44,3136,154,96,227,1303,924,74,244,17,21,91,54,44,83,139,92,138
"PF3D7_1307900",0,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"PF3D7_1308000",5,1,6,1,97,1,2,2,9,0,14,2,1,15,0,9,17,10,3,15,5,0,3,0,0,2,9,0,5,31,5,1
"PF3D7_1308100",10,3,68,3,76,1,3,3,13,1,20,3,1,16,3,38,16,7,1,60,17,1,2,0,0,0,4,1,0,42,2,0
"PF3D7_1308200",6510,7513,54539,18917,19648,14512,12409,4313,8479,4333,8628,11044,2172,12653,1199,80349,18914,8542,6860,24287,53757,3591,7690,1097,3965,3856,3442,4081,5328,15515,4504,7695
"PF3D7_1308300",199,659,6754,2269,2415,1783,468,896,780,326,692,810,201,1505,82,5807,1794,1265,1012,1129,4058,235,394,205,176,334,402,769,848,596,1019,1025
"PF3D7_1308400",963,836,4391,2864,2967,2019,1262,320,1748,370,684,1486,60,686,152,6444,601,949,827,2667,8433,250,627,100,419,410,487,289,301,522,399,1217
"PF3D7_1308500",0,0,78,75,2,5,0,3,0,0,0,1,0,0,0,530,1,1,2,1,0,3,0,0,0,5,0,6,2,0,0,3
"PF3D7_1308600",0,0,6,13,5,0,0,0,0,0,1,4,0,5,0,14,0,1,0,2,0,2,0,1,0,0,1,2,0,1,0,1
"PF3D7_1308700",1,0,2,6,12,12,2,3,2,0,2,1,0,4,0,10,3,1,2,9,3,4,1,0,0,0,0,0,0,16,0,0
"PF3D7_1308800",87,20,2074,170,1081,81,50,146,163,31,198,29,38,446,59,2620,338,331,104,397,291,130,82,40,21,113,140,263,391,322,166,102
"PF3D7_1308900",784,1151,23937,8969,5230,1852,1479,3202,1863,626,1821,2326,266,2164,611,53202,2079,2260,1683,3002,3787,2644,1296,866,395,3170,717,2875,4650,2065,4612,7199
"PF3D7_1309000",408,733,3367,1261,909,1144,773,682,670,219,496,970,129,711,93,4136,1014,533,636,935,2637,258,433,188,249,304,219,436,835,621,427,673
"PF3D7_1309100",1109,3101,29527,12664,9335,5911,2656,6022,3269,1440,2046,6755,687,4459,908,28023,8228,4257,4413,3415,8146,1774,1681,1131,805,2761,1124,5491,6220,3010,4106,6878
"PF3D7_1309120",0,1,7,7,2,0,0,2,2,0,2,7,0,0,1,4,0,7,2,0,3,2,0,0,2,0,0,3,3,10,0,5
"PF3D7_1309200",787,747,11294,2076,5103,961,897,1882,1674,387,1507,1186,302,1780,322,25611,2334,3093,1092,3300,4027,1017,952,449,126,1534,694,2439,2294,1826,1699,2267
"PF3D7_1309300",1768,1824,7302,3595,4547,4284,2141,556,1727,1162,1658,1811,324,2574,173,8997,4285,1129,1735,4122,9295,428,1798,133,851,577,768,318,737,2720,541,874
"PF3D7_1309400",108,463,1753,813,396,530,301,263,258,99,112,319,47,176,58,4003,304,262,268,392,1068,303,164,64,166,118,71,112,124,195,117,428
"PF3D7_1309500",319,904,2403,1057,1119,1077,649,797,583,266,451,669,206,726,61,3884,1017,921,622,1796,3142,211,448,116,229,201,257,381,541,451,252,603
"PF3D7_1309600",93,318,953,429,397,506,301,204,255,93,106,459,45,212,23,1126,222,230,240,257,749,71,144,34,109,53,98,108,179,143,119,174
"PF3D7_1309700",848,574,3796,1516,3288,1490,990,310,1223,472,985,1267,162,1156,130,5159,1263,1037,814,2423,2863,411,1012,90,464,494,396,384,476,1338,422,915
"PF3D7_1309800",1,2,47,262,66,10,2,9,8,3,15,2,2,10,1,67,15,20,6,45,28,3,10,4,4,2,2,1,0,19,5,2
"PF3D7_1309900",0,3,12,24,31,0,0,0,4,0,2,0,0,4,0,14,0,1,0,16,3,1,1,0,0,0,1,0,0,11,0,1
"PF3D7_1310000",0,0,1,6,9,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1
"PF3D7_1310100",0,2,127,29,21,0,0,7,1,0,3,0,0,8,3,121,1,2,2,8,1,5,7,5,0,6,1,7,8,5,10,25
"PF3D7_1310200",2,3,25,1,18,4,6,9,7,2,4,9,0,10,0,20,23,20,3,20,11,0,2,1,1,0,5,0,0,8,0,0
"PF3D7_1310300",36,144,709,248,104,146,132,224,103,25,47,190,11,64,29,536,109,143,103,243,188,69,120,59,33,30,26,141,206,59,126,186
"PF3D7_1310400",476,330,5375,1008,604,1114,433,206,586,139,343,452,18,463,103,8070,418,275,334,1795,3182,368,536,47,155,479,121,177,187,330,282,407
"PF3D7_1310500",74,140,919,180,134,147,94,87,42,23,58,197,34,74,13,513,131,95,67,248,402,28,84,24,44,29,41,54,127,108,50,53
"PF3D7_1310600",12,19,99,135,182,58,29,41,36,15,69,11,22,72,3,169,31,39,24,65,312,14,8,19,12,3,37,9,10,32,6,5
"PF3D7_1310700",8,9,65,57,56,7,3,33,1,1,10,6,0,31,2,44,30,19,6,29,22,9,3,1,0,2,2,5,4,22,3,5
"PF3D7_1310800",787,911,5250,1625,1976,1446,692,483,1053,264,1036,1083,97,1589,110,7709,1165,900,776,2760,5217,284,483,108,199,227,372,288,642,1479,496,688
"PF3D7_1310900",63,397,549,486,541,204,143,466,143,29,94,290,17,184,34,1698,231,236,332,151,282,58,65,189,30,45,44,111,376,299,101,412
"PF3D7_1311000",21,47,515,87,90,204,45,38,33,9,39,56,19,115,6,458,144,91,57,284,633,1,34,3,10,3,23,22,47,48,16,10
"PF3D7_1311100",24,6,40,14,92,73,16,1,9,9,28,13,3,42,2,63,300,12,26,95,100,3,14,0,4,4,4,5,7,27,3,4
"PF3D7_1311200",107,184,1305,318,180,183,132,176,150,47,50,296,15,67,25,1769,99,195,151,275,213,98,112,45,48,158,46,227,354,41,195,274
"PF3D7_1311300",6,10,276,47,4,9,7,57,1,0,2,14,1,1,7,219,6,6,9,14,1,25,1,8,3,17,0,17,80,4,23,24
"PF3D7_1311400",372,1104,7177,1363,1127,1144,412,1511,656,230,545,554,61,1287,126,14013,1149,1143,602,2660,4095,650,641,310,215,837,296,1041,1973,470,1236,1084
"PF3D7_1311500",832,2175,10342,5748,3753,3720,2161,4543,2230,704,1226,3136,432,1734,389,10522,2327,2256,3008,1555,5307,1047,1051,1125,692,819,788,1879,2273,1634,1833,4045
"PF3D7_1311600",355,323,1832,711,520,682,446,245,377,291,286,592,116,494,32,1863,728,418,286,1385,1832,96,351,53,231,149,197,235,232,555,135,381
"PF3D7_1311700",46,30,965,389,577,159,35,163,63,25,117,64,31,242,26,952,186,147,67,96,247,66,27,53,14,28,52,174,146,179,106,119
"PF3D7_1311800",5782,8845,159313,50619,18212,21043,10521,22219,8166,3498,5822,12302,3092,14324,3272,256790,16865,10511,10023,20713,37951,10551,6994,7007,4379,10448,3902,20948,30962,10523,16399,33766
"PF3D7_1311900",1271,2906,27499,11026,7147,3788,1723,6775,3547,971,1768,4378,673,3337,638,30978,2793,4993,3312,2962,6116,2801,1560,1805,913,2535,1207,4527,5647,2767,3994,8205
"PF3D7_1312000",10,3,398,7,188,6,0,14,37,5,21,4,6,61,7,321,37,106,0,182,53,12,13,1,3,13,12,56,41,48,23,1
"PF3D7_1312100",0,0,12,26,3,1,1,2,1,0,0,0,0,1,0,47,0,5,0,2,0,5,0,3,0,0,1,2,0,5,0,0
"PF3D7_1312200",0,0,3,15,0,2,0,2,0,0,0,0,0,0,0,17,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0
"PF3D7_1312300",0,0,10,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"PF3D7_1312400",0,0,76,29,2,6,0,4,0,0,0,5,0,0,0,22,1,0,0,2,0,6,0,1,0,3,1,3,3,0,0,18
"PF3D7_1312450",0,0,0,0,2,0,2,0,1,0,1,3,0,0,0,0,3,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0
"PF3D7_1312500",2,0,0,2,11,24,7,0,3,1,24,1,0,26,0,0,12,11,13,60,71,0,4,0,3,0,7,1,1,3,0,0
"PF3D7_1312600",0,0,13,1,24,0,0,1,2,0,3,0,0,16,0,12,1,3,2,6,2,1,0,0,0,0,0,6,1,5,0,1
"PF3D7_1312700",5,7,358,224,73,52,16,47,8,3,12,9,1,17,9,1072,6,40,4,58,2,86,12,17,3,51,4,75,75,22,57,118
"PF3D7_1312800",44,4,1577,46,278,69,15,35,30,20,48,12,3,63,21,995,176,50,19,122,68,56,15,2,14,19,16,48,82,79,19,13
"PF3D7_1312900",1403,582,16450,3805,3277,2882,1215,565,1341,567,1191,1030,151,1856,375,21387,1783,789,1022,5171,7706,1262,1102,205,554,951,305,397,692,1890,675,985
"PF3D7_1313000",3,8,92,22,12,23,6,7,1,0,2,23,1,4,2,42,1,10,9,24,25,3,3,6,1,0,1,13,6,3,6,18
"PF3D7_1313100",0,0,3,2,19,0,0,0,0,1,4,0,1,10,0,16,1,2,2,15,0,5,0,0,2,0,0,0,0,4,0,0
"PF3D7_1313200",2,3,189,62,3,9,4,29,2,0,2,13,1,0,15,94,0,2,2,4,3,13,4,2,3,3,1,5,39,4,25,29
"PF3D7_1313300",1,0,99,35,2,3,2,10,0,0,1,0,0,1,0,47,1,0,0,1,1,6,0,2,1,1,0,4,2,1,1,8
"PF3D7_1313400",7,0,1101,436,25,53,15,23,3,0,0,10,0,7,27,735,4,2,6,6,3,46,1,19,5,41,2,61,44,4,42,95
"PF3D7_1313500",0,0,3,0,12,2,0,0,1,0,3,0,0,6,0,2,5,2,2,6,2,0,2,0,0,0,0,1,0,1,2,0
"PF3D7_1313600",2,5,58,1,114,5,8,1,9,4,10,6,0,45,2,19,16,17,7,90,33,0,36,0,1,0,5,0,0,22,3,0
"PF3D7_1313700",16,161,39,73,207,113,49,37,68,40,39,151,10,76,0,50,71,85,108,260,405,5,86,4,3,1,22,6,7,36,1,6
"PF3D7_1313800",3712,2886,12371,6984,12594,6202,5335,1423,5427,2513,4409,3415,702,5526,499,20490,9276,3370,3182,9816,19748,1427,4759,306,2388,1927,1985,1244,2521,6638,1737,2458
"PF3D7_1313900",4,11,261,136,16,24,30,77,7,4,1,19,1,2,12,245,16,11,6,18,12,25,16,22,13,25,6,41,146,14,35,116
"PF3D7_1314000",4,1,144,33,5,2,4,7,3,2,1,1,0,1,9,182,2,1,2,2,1,29,0,2,0,3,0,0,4,3,1,2
"PF3D7_1314100",50,184,1160,292,125,226,94,154,146,39,47,155,19,37,39,1603,44,123,82,183,167,81,76,38,36,104,42,168,299,81,169,261
"PF3D7_1314200",49,38,44,28,193,102,60,5,35,20,61,33,3,57,1,39,87,48,26,201,174,3,41,0,19,0,17,0,4,86,1,2
"PF3D7_1314300",7,5,75,16,24,11,4,5,10,1,14,6,0,8,0,82,9,11,1,40,28,6,5,3,5,0,6,9,5,12,2,7
"PF3D7_1314400",5,8,44,3,5,9,2,5,4,1,6,3,0,6,0,42,10,6,3,26,32,5,4,0,1,0,1,0,4,2,0,2
"PF3D7_1314500",83,146,2136,450,97,537,145,228,89,13,84,239,10,100,27,1496,86,151,161,190,534,73,84,60,33,42,20,109,145,54,136,268
